20180801,10,4,-0.09335
20180802,12,5,-0.01497
20180803,8,6,0.1219
20180806,3,8,-0.11497
20180807,15,3,0.10955
20180808,15,2,0.01059
20180809,13,4,0.00292
20180810,2,18,0.07985
20180811,2,2,-0.04945
20180812,2,1,0.1063
20180813,6,8,0.27695
20180814,1,26,0
20180815,11,2,-0.03048
20180816,4,11,-0.14587
20180817,9,8,-0.279
20180820,17,5,0.14797
20180821,5,11,0.01808
20180822,2,24,-0.0065
20180823,7,9,-0.16924
20180824,3,18,-0.61027
20180825,1,5,0
20180827,5,13,0.09176
20180828,2,28,-0.07655
20180829,2,33,0
20180830,8,14,-0.0656
20180831,2,28,-0.1875
20180903,7,2,-0.15231
20180904,2,33,-0.34895
20180905,7,20,-0.14163
20180906,10,13,0.07771
20180907,19,8,-0.05286
20180910,9,9,0.1156
20180911,4,19,0.39278
20180912,1,52,0.4215
20180913,4,27,0.01468
20180914,2,37,0
20180917,5,16,-0.174
20180918,18,10,-0.14774
20180919,8,15,0.11559
20180920,3,27,-0.2077
20180921,3,33,0.02283
20180924,3,37,0.08333
20180925,1,62,0.743
20180926,14,12,-0.16596
20180927,27,7,-0.03209
20180928,36,5,0.10946
20180929,18,1,-0.00717
20180930,3,6,0.18563
20181001,51,4,0.10303
20181002,24,10,0.03759
20181003,10,16,0.06681
20181004,31,8,-0.05169
20181005,42,5,0.03681
20181006,2,10,0.29295
20181007,2,5,0.5292
20181008,16,10,0.00837
20181009,15,12,0.05603
20181010,16,15,-0.17048
20181011,6,22,-0.113
20181012,5,21,0.16522
20181013,1,30,0.6046
20181014,1,11,0
20181015,1,40,0.3612
20181016,3,29,0.17557
20181017,11,12,0.1674
20181018,4,26,0.16888
20181019,7,15,0.03044
20181022,2,33,-0.20095
20181023,49,4,0.09339
20181024,83,5,0.08363
20181025,35,8,-0.05502
20181026,70,3,0.06331
20181028,1,7,0.9287
20181029,22,11,-0.06441
20181030,4,26,0.053
20181031,8,19,0.19884
20181101,2,39,0.43275
20181102,8,17,-0.31373
20181104,2,6,-0.10115
20181105,3,25,0.01857
20181107,3,34,-0.41003
20181108,5,24,0.0843
20181109,4,26,0.55835
20181112,3,33,-0.23263
20181113,1,45,0
20181114,6,18,-0.10215
20181115,4,27,0.3766
20181116,6,21,0.21475
20181117,1,16,0
20181118,1,7,0.4019
20181119,14,13,0.03191
20181120,9,22,0.15312
20181121,1,50,0
20181123,3,16,0.18353
20181126,6,14,-0.41797
20181128,5,24,0.02148
20181129,2,39,0.33755
20181130,6,20,-0.00122
20181201,4,11,0.2068
20181202,1,24,0.8402
20181203,8,17,-0.19
20181204,10,18,0.05872
20181206,15,11,-0.02872
20181207,36,7,0.13425
20181208,5,5,0.04978
20181209,6,4,0.3753
20181210,13,11,0.07907
20181211,19,7,0.06388
20181212,4,22,-0.00393
20181213,6,20,-0.33313
20181214,11,13,-0.16583
20181215,2,13,0.3062
20181217,14,12,0.14018
20181218,6,20,0.14183
20181219,4,28,-0.16985
20181220,9,20,0.02452
20181221,14,17,-0.08866
20181223,2,8,0.4429
20181224,5,22,0.22954
20181225,3,5,0.41603
20181226,7,20,-0.04217
20181227,4,25,-0.32343
20181228,21,10,0.13586
20181229,2,12,0
20181230,2,7,0.10435
20181231,1,30,0
20190101,1,6,-0.7876
20190102,33,3,0.01715
20190103,4,24,0.085
20190104,3,42,0.39383
20190106,1,11,0.8434
20190107,13,11,0.1076
20190108,7,16,0.20811
20190109,7,21,0.20234
20190110,4,28,-0.0471
20190111,5,25,-0.17882
20190113,1,22,0.3222
20190114,14,15,0.07479
20190115,4,38,0.11935
20190116,3,40,0
20190117,2,43,-0.2294
20190118,73,3,0.1165
20190119,12,2,0.06663
20190120,6,1,0.10137
20190121,1,15,0
20190122,42,3,0.14581
20190123,42,2,0.07127
20190124,20,10,-0.03516
20190125,5,32,0.01312
20190126,4,7,0.13803
20190127,1,15,0
20190128,9,19,0.22837
20190129,8,23,0.03827
20190130,42,5,-0.02237
20190131,26,11,0.13846
20190201,6,26,0.1493
20190202,1,34,0.264
20190204,12,14,0.13047
20190205,10,19,0.1588
20190206,6,26,0.06267
20190207,4,30,-0.20375
20190208,2,58,0.13755
20190209,2,11,-0.34735
20190210,2,6,0.38725
20190211,6,16,-0.20582
20190212,6,24,0.17412
20190213,7,20,-0.07294
20190214,1,75,0.8357
20190215,3,40,-0.14237
20190218,2,15,-0.064
20190219,2,43,0.1618
20190220,7,19,-0.19036
20190221,23,7,-0.00415
20190222,6,29,-0.01945
20190223,4,9,-0.13455
20190225,5,30,-0.00852
20190226,25,4,-0.0579
20190227,62,3,0.13875
20190228,96,2,0.09125
20190301,139,1,0.07016
20190302,7,4,0.27507
20190303,6,1,-0.03805
20190304,101,2,0.09838
20190305,109,1,0.04005
20190306,47,2,-0.02081
20190307,53,3,0.2087
20190308,48,3,0.04416
20190309,4,3,0.71823
20190310,2,7,0.17235
20190311,13,10,-0.24863
20190312,16,9,-0.01047
20190313,26,5,-0.05409
20190314,40,4,0.01064
20190315,46,4,0.04949
20190316,7,4,0.20709
20190317,3,4,0.3332
20190319,47,5,0.13565
20190320,20,8,0.10419
20190321,21,13,-0.02828
20190322,20,11,0.03938
20190323,4,4,0.08085
20190324,4,4,0.22438
20190325,23,4,-0.1023
20190326,18,10,-0.16314
20190327,17,9,0.15909
20190328,16,5,-0.0115
20190329,23,7,0.15807
20190330,4,4,0.51135
20190331,5,3,0.10578
20190401,33,5,0.07938
20190402,18,9,-0.09138
20190403,31,5,0.02986
20190404,119,2,0.08085
20190405,54,4,0.01003
20190407,5,3,0.12434
20190408,30,5,0.02903
20190409,13,12,-0.08398
20190410,29,6,0.17534
20190411,20,8,-0.09309
20190412,19,15,0.13055
20190413,7,7,0.1279
20190414,2,11,-0.012
20190415,43,4,-0.00917
20190416,44,9,-0.0247
20190417,21,14,0.07307
20190418,30,8,0.01523
20190419,15,2,0.09379
20190420,9,2,0.00833
20190421,1,12,0
20190422,61,2,0.06971
20190423,21,12,0.26794
20190424,94,2,0.03679
20190425,79,6,0.04342
20190426,164,2,0.03267
20190427,20,4,0.01704
20190428,20,2,0.05358
20190429,81,3,0.04321
20190430,21,16,0.04984
20190501,67,7,0.00263
20190502,92,5,0.0817
20190503,54,4,0.13434
20190504,4,9,0.2982
20190505,2,25,0.012
20190506,22,12,0.05805
20190507,18,19,0.05403
20190508,8,23,-0.07255
20190509,7,26,0.01729
20190510,23,13,0.02272
20190511,6,6,0.33388
20190512,2,9,-0.20095
20190513,29,9,-0.04571
20190514,13,15,-0.13952
20190515,8,26,0.13927
20190516,21,12,0.11729
20190517,126,2,0.02903
20190518,18,2,0.04921
20190519,8,3,-0.23858
20190520,105,1,0.02219
20190521,114,1,-0.00054
20190522,128,1,0.01222
20190523,147,1,0.00924
20190524,79,3,0.06351
20190525,7,3,-0.05201
20190526,7,2,-0.12829
20190527,10,3,0.21213
20190528,34,4,0.01773
20190529,53,3,0.10995
20190530,25,8,-0.0095
20190531,33,5,0.10418
20190601,1,39,0
20190602,7,3,0.33664
20190603,39,8,0.07234
20190604,55,3,0.05382
20190605,34,6,0.20514
20190606,59,4,0.10363
20190607,27,7,-0.05684
20190608,3,14,-0.24277
20190609,6,9,0.29935
20190610,30,8,0.18104
20190611,38,4,0.05472
20190612,35,4,-0.00139
20190613,20,13,0.08157
20190614,11,15,0.05282
20190615,2,8,0.3597
20190616,2,11,0.1806
20190617,22,4,-0.0212
20190618,20,10,0.08529
20190619,7,27,0.3523
20190620,20,9,-0.08077
20190621,15,11,0.12041
20190622,3,11,0.19063
20190623,1,18,-0.3875
20190624,8,20,0.14165
20190625,7,27,0.24061
20190626,23,8,0.08097
20190627,15,11,0.05271
20190628,12,16,0.11341
20190629,2,22,0.1806
20190630,3,9,-0.23183
20190701,6,25,0.3297
20190702,53,2,0.04325
20190703,30,3,0.18436
20190705,17,7,0.20296
20190706,4,7,0.28643
20190707,4,5,0.23203
20190708,5,26,-0.21378
20190709,9,20,0.1964
20190710,28,6,0.29286
20190711,20,13,0.11126
20190712,28,7,0.07681
20190713,5,6,0.16308
20190714,1,17,-0.5106
20190715,39,3,0.05102
20190716,22,11,0.00135
20190717,42,5,0.1104
20190718,6,30,0.2138
20190719,31,8,-0.04535
20190720,9,4,0.0825
20190721,6,3,0.3261
20190722,20,8,0.06108
20190723,19,15,0.15733
20190724,130,1,0.0329
20190725,72,3,0.01133
20190726,48,3,0.10489
20190727,3,14,0.156
20190728,2,7,0.15745
20190729,30,7,0.07155
20190730,31,8,-0.08064
20190731,22,10,-0.03631
20190801,12,23,0.16793
20190802,10,25,0.22309
20190803,4,7,-0.09938
20190805,5,46,-0.31514
20190806,13,13,0.23482
20190807,8,33,0.01999
20190808,17,15,0.09779
20190809,5,41,0.20972
20190810,2,16,0.2822
20190811,1,20,0.8788
20190812,7,29,0.12533
20190813,11,21,-0.16135
20190814,9,32,-0.0405
20190815,8,22,-0.08819
20190816,13,17,-0.05155
20190817,3,11,0.15293
20190818,1,29,-0.2598
20190819,1,87,0.4404
20190820,3,57,0.04323
20190821,7,31,0.25044
20190822,6,34,-0.34583
20190823,10,34,-0.09267
20190824,1,58,0
20190825,2,30,0.37895
20190826,7,26,0.02939
20190827,2,91,-0.12575
20190828,2,80,-0.36965
20190829,2,93,0.0386
20190830,15,14,0.0662
20190901,1,31,0
20190903,7,27,-0.24996
20190904,9,29,-0.06274
20190905,11,28,0.05077
20190906,7,37,0.02364
20190908,1,14,0.0258
20190909,4,55,0.20253
20190910,3,64,0.17287
20190911,11,26,0.21967
20190912,11,18,-0.09226
20190913,6,36,0.18983
20190914,6,5,-0.07418
20190915,2,23,0.45595
20190916,3,53,0.5407
20190918,5,45,-0.15456
20190919,10,18,0.1076
20190920,8,30,-0.07545
20190921,3,18,-0.22397
20190923,9,27,0.0102
20190924,29,16,-0.04743
20190925,7,28,-0.15711
20190926,48,6,0.01683
20190927,23,13,0.00638
20190928,3,14,0.49907
20190930,5,28,0.28192
20191001,14,17,0.12269
20191002,34,8,0.05893
20191003,18,10,-0.05451
20191004,15,9,-0.23091
20191005,2,19,0.2667
20191007,9,16,-0.05073
20191008,7,26,0.18696
20191009,10,15,0.13412
20191010,8,20,0.02489
20191011,6,28,0.1476
20191012,3,13,0.01583
20191013,2,22,0.1152
20191014,28,4,0.0356
20191015,3,46,-0.35043
20191016,5,30,0.13368
20191017,8,24,-0.14636
20191018,9,23,0.2741
20191019,2,21,0
20191020,2,19,-0.1501
20191021,17,13,0.0816
20191022,10,31,0.24753
20191023,75,5,0.02997
20191024,120,4,0.0387
20191025,151,2,0.03522
20191026,11,4,-0.02833
20191027,8,5,-0.11461
20191028,52,5,0.08241
20191029,31,8,0.11935
20191030,13,15,0.08245
20191031,11,15,0.048
20191101,20,9,-0.00696
20191102,3,9,0.10547
20191104,3,29,0.0756
20191105,12,11,0.06005
20191106,21,8,0.05779
20191107,48,4,0.01639
20191108,24,7,0.09616
20191109,2,11,0.3753
20191110,1,12,0
20191111,25,6,0.02977
20191112,15,9,0.16595
20191113,32,7,-0.0446
20191114,24,13,0.06487
20191115,20,14,0.03586
20191116,1,44,-0.97
20191117,4,6,0.2756
20191118,14,19,0.108
20191119,32,7,0.05305
20191120,62,4,0.03238
20191121,96,2,0.03326
20191122,148,1,0.06764
20191123,36,1,0.05285
20191124,20,1,0.06878
20191125,74,2,-0.00763
20191126,56,3,-0.01244
20191127,15,10,0.03288
20191128,3,3,-0.16543
20191129,6,16,0.08137
20191130,2,11,0.3568
20191202,32,5,0.06745
20191203,28,6,0.02269
20191204,9,15,-0.04103
20191205,10,22,0.04694
20191206,18,13,0.26754
20191207,7,3,0.19177
20191209,15,8,0.22831
20191210,22,6,0.01541
20191211,22,5,0.02419
20191212,19,9,0.34312
20191213,18,11,0.06024
20191214,4,7,0.2397
20191215,1,21,0.327
20191216,49,4,-0.03612
20191217,20,8,-0.3324
20191218,65,3,0.00196
20191219,151,1,0.07899
20191220,88,2,0.08299
20191221,10,4,0.06912
20191222,10,2,-0.22946
20191223,132,1,0.09338
20191224,53,3,0.08821
20191225,2,4,0.13455
20191226,50,4,0.10005
20191227,48,5,0.02976
20191228,14,2,0.17871
20191229,2,12,-0.1909
20191230,74,2,-0.02485
20191231,40,5,0.06456
20200101,2,6,-0.57715
20200102,73,4,0.04772
20200103,115,3,0.04963
20200104,11,6,-0.04349
20200105,5,9,0.19712
20200106,47,5,0.01145
20200107,156,2,0.09743
20200108,328,1,0.03742
20200109,350,1,0.02322
20200110,147,3,-0.03028
20200111,15,4,0.21319
20200112,5,6,-0.00706
20200113,296,1,0.0552
20200114,261,2,0.00486
20200115,158,2,-0.01079
20200116,268,1,0.0781
20200117,183,2,0.0399
20200118,24,3,0.06395
20200119,11,2,-0.09041
20200120,20,2,0.06008
20200121,170,2,0.06225
20200122,437,1,-0.01036
20200123,210,3,0.01442
20200124,173,3,0.02833
20200125,41,2,0.0726
20200126,14,2,0.3137
20200127,91,5,-0.0037
20200128,71,6,-0.01973
20200129,250,3,0.02958
20200130,165,4,0.05111
20200131,130,5,0.09528
20200201,30,4,0.17823
20200202,9,10,0.04562
20200203,787,1,0.00928
20200204,2215,1,0.0493
20200205,1536,1,0.03608
20200206,695,1,-0.00514
20200207,435,2,0.0356
20200208,112,1,0.06851
20200209,47,2,0.13983
20200210,343,2,0.01124
20200211,195,3,0.02942
20200212,168,4,0.01972
20200213,423,2,0.03968
20200214,222,3,-0.02266
20200215,37,3,0.09765
20200216,24,2,0.14145
20200217,36,3,0.0106
20200218,414,5,0.06147
20200219,588,3,0.05679
20200220,369,5,0.08948
20200221,217,5,0.07525
20200222,33,6,0.16435
20200223,83,4,0.12214
20200224,195,6,0.05111
20200225,187,5,0.00504
20200226,156,6,0.05934
20200227,429,3,0.02606
20200228,287,4,-0.02679
20200229,50,3,0.01967
20200301,72,2,0.12548
20200302,95,3,0.00069
20200303,84,3,0.11383
20200304,63,2,-0.05707
20200305,59,6,0.06999
20200306,51,2,0.07164
20200307,35,3,0.0183
20200308,73,4,0.01695
20200309,105,3,0.07606
20200310,50,8,0.11194
20200311,74,7,0.04641
20200312,133,4,0.01645
20200313,213,5,0.01588
20200314,52,7,0.04436
20200315,72,7,-0.02397
20200316,279,6,0.04557
20200317,297,5,0.0103
20200318,293,7,0.02753
20200319,473,4,0.00103
20200320,286,4,0.0498
20200321,82,3,0.0622
20200322,114,2,-0.00353
20200323,238,6,-0.09874
20200324,208,6,0.01395
20200325,236,4,0.04452
20200326,205,4,-0.03767
20200327,89,8,-0.03206
20200328,21,7,0.15352
20200329,36,7,0.09808
20200330,85,7,-0.10168
20200331,150,3,0.02963
20200401,40,6,0.10243
20200402,168,2,0.03815
20200403,35,3,-0.03308
20200404,13,4,0.07998
20200405,39,6,0.11977
20200406,30,6,-0.14901
20200407,103,7,0.06968
20200408,85,6,-0.03176
20200409,141,4,0.02635
20200410,38,5,0.03369
20200411,21,6,-0.01596
20200412,52,3,0.0736
20200413,769,2,0.02955
20200414,1107,1,0.03979
20200415,678,2,0.04659
20200416,524,5,0.02855
20200417,267,8,0.0067
20200418,103,3,0.06137
20200419,133,4,0.09455
20200420,265,7,-0.00316
20200421,429,6,-0.00983
20200422,364,4,0.0133
20200423,325,5,-0.00872
20200424,178,9,0.07076
20200425,86,3,0.15078
20200426,106,3,0.09395
20200427,470,3,0.06981
20200428,323,6,0.01031
20200429,880,2,0.05293
20200430,629,3,0.04129
20200501,1142,1,0.01211
20200502,167,2,0.08487
20200503,203,2,0.03919
20200504,621,2,-0.01326
20200505,401,3,0.02919
20200506,221,7,-0.0096
20200507,322,7,0.02133
20200508,314,4,0.06107
20200509,111,3,0.08434
20200510,84,3,-0.01377
20200511,267,6,-0.00624
20200512,317,4,0.03165
20200513,308,5,0.07118
20200514,276,4,0.04526
20200515,204,6,0.02954
20200516,50,4,0.07145
20200517,66,8,0.06438
20200518,210,8,0.00106
20200519,124,15,0.03762
20200520,127,10,-0.0279
20200521,258,5,0.01693
20200522,222,4,-0.00752
20200523,54,4,0.10881
20200524,63,3,0.05074
20200525,74,5,0.13072
20200526,189,7,0.07887
20200527,453,4,0.05922
20200528,190,7,-0.02076
20200529,227,5,0.03193
20200530,263,2,0.07053
20200531,132,3,0.05844
20200601,493,4,0.07123
20200602,380,4,0.01475
20200603,273,7,0.04123
20200604,203,11,-0.01518
20200605,164,13,0.06241
20200606,50,11,0.12131
20200607,63,13,0.10063
20200608,591,8,0.05351
20200609,318,12,0.04964
20200610,809,4,0.06137
20200611,414,6,0.08747
20200612,332,5,0.07494
20200613,54,6,0.03645
20200614,80,8,0.07632
20200615,317,5,0.03426
20200616,254,7,0.06162
20200617,217,8,0.01969
20200618,201,4,0.05584
20200619,149,7,0.05953
20200620,45,5,0.17649
20200621,52,6,0.06289
20200622,107,12,-0.00064
20200623,100,18,0.00954
20200624,207,6,0.01319
20200625,195,6,0.04663
20200626,121,8,0.12892
20200627,41,3,0.08653
20200628,51,7,0.05182
20200629,140,7,0.08234
20200630,613,2,0.05371
20200701,789,2,0.03721
20200702,942,1,0.04155
20200703,175,2,0.09102
20200704,118,1,0.00994
20200705,208,2,0.07493
20200706,1915,1,0.06512
20200707,1335,2,0.03623
20200708,907,2,0.04544
20200709,542,4,0.02547
20200710,1396,1,0.0291
20200711,417,1,0.0646
20200712,526,1,0.10262
20200713,2617,1,0.04581
20200714,1040,1,0.03655
20200715,985,1,0.03484
20200716,598,3,0.06292
20200717,583,2,0.03268
20200718,205,2,0.08132
20200719,201,2,0.12879
20200720,972,2,0.06985
20200721,1178,1,0.02374
20200722,2236,1,0.06396
20200723,994,1,0.04404
20200724,552,2,0.0444
20200725,113,2,0.05772
20200726,114,6,0.05994
20200727,463,3,0.03003
20200728,380,3,0.06322
20200729,279,5,0.04152
20200730,292,8,0.09414
20200731,365,4,0.04399
20200801,67,4,0.03264
20200802,122,4,0.08407
20200803,66,8,0.03751
20200804,205,12,0.05862
20200805,154,17,-0.002
20200806,193,10,0.05324
20200807,235,6,0.01147
20200808,48,7,0.12488
20200809,61,7,0.0854
20200810,216,9,0.05534
20200811,653,3,0.07607
20200812,1161,1,0.03947
20200813,1280,1,0.05675
20200814,537,1,0.03882
20200815,93,2,0.1536
20200816,148,4,0.04757
20200817,1399,1,0.04862
20200818,1530,1,0.06567
20200819,733,2,0.04154
20200820,1827,1,0.08838
20200821,1551,2,0.08711
20200822,212,2,0.02078
20200823,358,2,0.05126
20200824,1346,2,0.04647
20200825,872,2,0.05165
20200826,644,3,0.08948
20200827,1144,1,0.07238
20200828,1106,1,0.05098
20200829,345,1,0.09356
20200830,496,1,0.11269
20200831,1177,1,0.08272
20200901,2784,1,0.04342
20200902,2600,1,0.04189
20200903,2079,1,0.03538
20200904,1595,1,0.04961
20200905,304,1,0.03087
20200906,183,1,0.0591
20200907,347,1,0.04733
20200908,1751,1,0.02558
20200909,869,1,0.01155
20200910,807,2,0.02518
20200911,493,4,0.00855
20200912,92,4,0.07171
20200913,117,6,0.14705
20200914,959,2,0.05687
20200915,1328,2,0.05766
20200916,857,2,0.02336
20200917,447,1,0.02401
20200918,922,1,0.02521
20200919,215,1,0.07852
20200920,340,1,0.07924
20200921,268,2,0.03595
20200922,1460,1,0.01962
20200923,1027,1,0.02579
20200924,427,2,0.07945
20200925,326,2,0.03998
20200926,89,2,0.09747
20200927,98,2,0.09714
20200928,326,2,0.05225
20200929,391,2,0.02388
20200930,250,4,0.0226
20201001,389,4,0.06613
20201002,470,2,0.04157
20201003,65,2,-0.00337
20201004,99,2,0.08052
20201005,255,3,0.0459
20201006,279,4,0.04021
20201007,287,3,0.03754
20201008,260,5,0.01539
20201009,175,5,0.00909
20201010,54,5,0.06644
20201011,77,5,0.01856
20201012,197,8,0.0391
20201013,209,5,0.0745
20201014,378,4,0.07868
20201015,251,6,0.06671
20201016,243,8,0.00256
20201017,93,1,-0.02569
20201018,141,1,0.07766
20201019,102,5,0.05828
20201020,404,2,0.01909
20201021,1011,1,0.03322
20201022,446,1,0.03334
20201023,304,2,0.02648
20201024,64,2,0.07554
20201025,58,6,0.11365
20201026,113,10,0.04964
20201027,127,10,0.09202
20201028,130,13,0.01087
20201029,95,15,0.08624
20201030,183,4,0.0504
20201031,35,5,0.28071
20201101,51,3,-0.00682
20201102,119,7,0.06888
20201103,157,5,0.131
20201104,203,3,0.03614
20201105,97,7,0.04528
20201106,45,11,0.03093
20201107,57,4,0.07447
20201108,62,7,0.10115
20201109,215,10,0.07329
20201110,136,16,0.0399
20201111,146,8,0.02367
20201112,215,8,0.05175
20201113,266,6,0.03102
20201114,56,5,0.17572
20201115,107,5,0.10263
20201116,995,2,0.07542
20201117,902,3,0.08594
20201118,1200,3,0.05271
20201119,917,1,0.04649
20201120,514,3,0.07677
